Condition	KO	KO	KO	WT	WT	WT
Irs3	2	1	5	1	3	1
Agfg2	1664	1414	1442	2285	1597	1080
Gm15498	1	0	0	0	0	0
Gm54308	19	30	23	26	45	22
Nyap1	16	25	7	34	41	23
Gm57848	1	6	1	3	1	2
Tsc22d4	1581	2532	1634	2446	2917	1414
Spacdr	2	1	1	1	0	2
Ppp1r35	2443	1952	1728	3078	5697	2229
Mepce	2781	3838	2731	3466	2677	1577
Zcwpw1	269	289	238	189	269	142
Pilra	4128	3212	4827	3322	2805	2734
Pilrb1	2146	1351	2040	1178	1866	1077
Gm36551	436	210	391	691	935	521
Pilrb2	1974	1284	1875	1333	1230	1080
Cyp3a13	0	0	0	1	0	0
Gjc3	0	0	0	0	0	0
Azgp1	0	0	0	0	0	0
Gm4963	9	19	9	8	11	12
Smok3a	0	0	0	0	0	0
Smok3b	0	0	0	0	0	0
Smok3c	0	0	0	0	0	0
Zkscan1	1209	1122	993	1316	617	539
Zscan21	954	855	699	1245	917	543
Zfp113	538	582	441	480	292	235
Cops6	6803	5812	5124	8981	8675	4424
Mcm7	20934	15411	15235	33400	23078	16018
Mir25	1	0	3	6	6	11
Mir93	0	0	0	0	0	0
Mir106b	0	0	0	0	0	0
Ap4m1	1620	1472	1328	1475	980	853
Taf6	1983	1826	1763	3251	1770	1520
Cnpy4	1222	1301	1160	1698	1205	900
Mblac1	380	326	275	539	531	245
Gm454	0	0	0	3	2	1
Nxpe5	402	240	671	191	74	56
Lamtor4	4137	3625	3477	6290	12516	4141
Trappc14	2946	3939	3188	3553	2496	2713
6330418K02Rik	239	256	193	342	566	298
Gal3st4	0	8	5	0	0	1
Stag3	125	61	97	142	100	99
Gpc2	178	203	121	116	123	132
Pvrig	275	375	275	49	109	50
Gm10874	9	9	13	0	3	1
Gm25525	0	1	0	0	0	0
Zfp157	727	575	561	533	276	276
1700123K08Rik	0	0	0	0	0	0
Zfp68	2822	1538	1792	2937	1778	1555
A430033K04Rik	237	236	233	265	87	128
Fam20c	239	222	318	578	110	200
Foxl3	5	2	4	26	14	13
Gm30206	0	0	0	0	0	0
Gm38726	0	0	0	0	0	0
Pdgfa	49	78	81	10	16	9
6330403L08Rik	21	31	35	7	12	3
Prkar1b	166	160	234	20	20	15
Dnaaf5	833	1023	878	817	358	372
Sun1	3580	2850	2971	4009	2016	2101
Get4	3919	2817	2811	7103	7117	3818
Adap1	2887	2978	2941	3837	3019	2192
Cox19	1912	1322	1379	2191	2034	1226
Cyp2w1	0	0	0	0	0	0
3110082I17Rik	2336	1531	1709	2740	2068	1299
Mir339	3	0	2	0	0	1
Gpr146	1228	1022	1571	1963	844	873
C130050O18Rik	1029	976	1409	814	708	443
Gper1	2	1	5	0	0	0
Gm26285	0	0	0	0	0	1
Zfand2a	931	744	780	1289	698	606
4930500L23Rik	0	0	0	0	0	0
Uncx	0	0	0	0	0	0
Gm46926	0	0	0	0	0	0
Micall2	591	578	569	905	501	521
Ints1	3582	4044	3784	2852	1207	1839
Mir7037	0	0	2	0	0	0
Mafk	2403	2175	2194	2882	1881	1333
Tmem184a	10	4	7	29	15	12
Psmg3	1921	1533	1311	2591	3316	1376
Gm38727	0	0	1	0	0	0
Elfn1	2	0	0	3	0	0
Mad1l1	2042	1974	1756	2858	1343	1328
Gm30492	0	0	0	0	0	0
Nudt1	1584	1250	1172	1960	3036	1192
Mrm2	734	541	480	898	982	474
Snx8	833	924	876	938	636	418
Gm30550	0	0	2	2	0	0
Eif3b	13757	17216	13221	18772	9876	8553
Mir7038	0	0	0	0	0	0
Kif19b	0	0	0	1	0	0
Gm38728	11	11	13	14	11	10
Chst12	2568	3368	2657	3959	4484	2549
Gm42808	0	0	0	0	0	0
LOC118568761	1	0	1	2	0	1
Gm52800	0	0	0	0	0	0
Grifin	0	9	7	2	6	4
Gm30603	144	225	124	103	342	102
Lfng	4459	6401	4940	4334	4141	2143
Ttyh3	4944	4784	6659	4021	1664	2340
Iqce	816	823	861	597	397	362
Brat1	1230	1568	1387	1202	545	481
Amz1	1892	1487	1975	210	250	142
Gm30745	6	0	3	1	1	1
Gna12	2281	2281	2586	1876	524	742
Gm52831	0	1	0	0	0	0
Gm30804	1	0	4	0	0	0
Card11	1194	2089	1662	681	557	515
Gm38729	0	0	0	0	0	0
Gm38730	0	0	0	0	0	0
Gm30866	0	0	0	0	0	0
Sdk1	11	2	4	1	2	3
Gm54309	0	0	0	1	0	0
Gm57842	0	0	0	1	1	0
Gm16035	0	0	0	0	0	0
Gm24131	0	0	0	0	0	0
Gm52792	0	0	0	0	0	0
Gm30998	0	0	0	0	0	0
Gm31068	0	0	0	0	0	0
Gm31127	2	2	7	4	3	4
Foxk1	2945	2756	3083	2060	838	1410
Gm54310	226	104	172	220	404	232
Ap5z1	1023	1118	1052	951	471	521
Radil	0	3	0	0	1	0
Gm38732	0	0	0	0	0	0
Papolb	0	0	0	0	0	0
Mmd2	0	0	0	0	0	0
Wipi2	3915	2962	2911	4350	3142	2212
Gm40352	0	0	0	0	0	0
Slc29a4	5	14	5	9	6	3
Tnrc18	3980	3089	4017	1876	863	1612
Gm31365	3	2	8	3	0	0
Gm52793	0	0	0	0	0	0
Fbxl18	561	544	524	459	253	279
Gm38733	116	116	125	152	330	161
Actb	190599	256402	217080	265617	328988	161947
Fscn1	464	479	529	86	152	87
Rnf216	3116	3116	2934	2902	1048	1412
Gm43380	108	68	85	13	10	13
Gm38734	0	0	0	0	0	0
Rbakdn	7	2	2	8	5	3
Rbak	430	344	334	485	201	212
Spdye4b	1	0	0	0	0	0
Spdye4a	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0
Gm38735	0	0	0	2	0	0
Zfp12	773	815	688	637	171	284
Zfp316	398	501	374	310	148	134
BC030343	2	11	9	16	1	5
Zfp853	1	3	0	3	0	0
Gm52794	0	0	0	0	0	0
Ints15	1923	2264	1877	3093	1741	1311
Zdhhc4	871	1209	928	1695	1229	749
0610040B10Rik	32	25	20	22	86	17
Grid2ip	0	0	0	0	0	0
Gm38736	0	0	0	0	0	0
Gm20635	4	8	4	12	10	4
Kdelr2	2630	2865	2360	4983	2931	2158
Daglb	2116	1869	2277	1978	1097	1032
Rac1	15562	17011	16272	18758	13057	9518
Fam220a	94	62	71	81	72	49
Sagsin1	0	0	0	0	0	0
Gm54311	0	0	0	0	0	0
Cyth3	4687	3013	3484	6738	2151	2155
Usp42	906	1165	876	806	370	492
Gm38737	1	0	0	0	0	1
D130017N08Rik	48	49	63	67	27	20
Eif2ak1	4471	3697	4578	6113	3252	3178
Ankrd61	0	0	3	1	6	0
Aimp2	2401	2179	1718	4157	3104	1962
Pms2	1749	986	1125	2017	1076	942
Ccz1	3692	2831	3000	5689	3530	2818
Gm24311	0	0	0	0	0	0
Gm54312	0	0	0	3	0	0
Gm33427	1	0	0	0	0	0
Ocm	0	0	0	0	6	4
Lmtk2	1882	1385	1586	1635	688	1103
Bhlha15	16	41	10	53	20	35
Tecpr1	1496	2603	1612	1088	836	691
2900089D17Rik	28	17	32	21	19	19
Bri3	1621	1668	1603	1568	2687	1142
Baiap2l1	2	0	4	1	0	1
Gm15708	26	30	32	46	32	19
Dmrt1i	0	0	0	0	0	0
Gm33552	0	0	0	0	0	0
Gm33714	0	0	0	0	0	0
Gm33765	0	0	0	0	0	0
Nptx2	0	0	0	0	2	0
Gm54313	0	0	0	0	0	0
Gm6272	0	0	0	0	1	0
Tmem130	11	7	5	6	3	0
Gm38739	0	0	0	0	0	1
Trrap	4348	3595	4137	2673	1120	1707
Gm23995	0	0	1	0	0	1
Smurf1	795	808	857	572	336	329
Mir7039	0	0	0	0	0	0
Gm33821	0	0	0	0	0	0
Kpna7	0	0	0	0	0	0
Gm33904	0	0	0	0	0	0
Gm4871	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0
Arpc1a	6872	4555	5247	8684	8075	4724
Arpc1b	41013	35954	36034	48463	52393	29256
Pdap1	6882	6092	4819	9128	9915	5752
Bud31	7289	4336	4987	8740	12814	7541
Ptcd1	1261	1121	1114	1480	810	632
Cpsf4	1998	1843	1639	2710	2078	1391
Atp5mf	12770	8660	8806	13825	22704	10514
Zkscan14	962	681	721	699	769	487
Zkscan5	542	452	511	463	278	232
Zfp655	2096	1497	1536	2312	1267	961
Zscan25	645	699	648	766	346	315
Cyp3a57	0	0	0	0	0	0
Cyp3a16	0	0	0	0	0	0
Cyp3a41b	0	0	0	0	0	0
Cyp3a41a	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0	0
Gm38744	0	0	0	0	0	0
Cyp3a11	0	0	0	0	0	0
Cyp3a25	0	0	0	0	0	0
Cyp3a59	0	0	0	0	0	0
Gm5565	0	0	0	0	0	0
Gm6309	0	0	0	0	0	0
1700001J03Rik	3	2	2	1	0	2
Rnf6	2257	1848	2010	2355	1295	1192
Gm38745	1	2	1	1	1	3
Cdk8	1671	1349	1386	2016	874	1002
Gm52832	5	3	2	1	5	2
Gm38747	0	0	0	0	0	0
Wasf3	0	0	0	0	0	0
Gm6408	0	0	0	0	0	0
Gm6370	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
Gm3402	0	0	0	0	0	0
Gm3404	0	0	0	0	0	0
Gm3409	0	0	0	0	0	0
Gm3415	0	0	0	0	0	0
Gpr12	0	0	0	0	0	0
Gm34333	0	0	0	0	0	0
Gm34700	0	0	0	1	0	0
4930573C15Rik	0	1	0	1	6	1
Usp12	6042	3637	5926	3340	1523	1774
1700041I07Rik	0	0	0	0	0	0
Rpl21	69977	72710	58419	74899	93937	47580
Gm25091	12	8	7	10	1	16
Gm23202	4	15	4	7	7	8
Rasl11a	80	236	125	133	86	34
Gm38748	13	30	24	7	12	4
Gm10858	1	1	0	0	2	0
Gtf3a	4304	3713	2848	5207	4849	2733
Mtif3	1309	1078	921	1436	1288	760
Lnx2	717	842	668	814	404	458
Polr1d	7792	5589	5569	10249	13736	6368
Gm34994	0	0	0	0	0	0
Gsx1	0	0	0	0	0	0
Gm24556	0	0	0	0	0	0
Gm38751	0	0	0	0	0	0
Plut	0	0	0	0	0	0
Gm38750	0	0	0	0	0	0
Pdx1	0	0	0	0	0	0
Mir7k	0	0	0	0	0	0
Gm35112	0	0	0	0	0	0
Cdx2	0	0	0	0	0	0
Urad	0	0	0	0	0	0
Flt3	1932	2126	2638	419	282	196
Gm26597	0	3	1	1	1	0
D5Ertd605e	87	84	75	169	104	57
Pan3	3129	3656	2793	2595	1396	1781
Flt1	234	184	302	140	37	85
Gm35383	0	0	0	0	0	0
Gm35541	1	2	3	1	1	0
Gm35592	0	0	0	0	0	0
Gm54314	0	0	0	0	0	0
Pomp	12552	8739	9532	14105	17964	9444
Slc46a3	1718	1274	1756	899	589	449
Gm46943	11	8	9	11	7	2
Mtus2	56	61	52	121	59	47
Gm46928	0	0	0	0	0	0
Slc7a1	2316	1722	2094	2968	1039	1473
Ubl3	9075	5449	7155	7590	7322	4693
Gm35735	0	0	0	0	0	0
Gm35994	0	0	0	0	0	0
Gm35929	0	0	0	0	0	0
Gm46929	0	0	0	0	0	0
Gm54315	0	0	0	0	0	0
Gm36140	0	0	0	0	0	0
2210417A02Rik	8	1	5	16	23	11
4930505K14Rik	0	0	0	0	0	0
Gm36405	0	0	0	0	0	0
Katnal1	589	429	542	648	331	308
Gm36446	5	2	2	3	5	0
Gm50627	0	0	0	0	0	0
8430423G03Rik	0	0	1	3	1	3
Gm15411	5	25	14	27	16	12
Gm52833	0	0	0	0	0	0
5930430L01Rik	51	38	39	82	46	37
Gm15408	3	0	1	1	0	0
Hmgb1	44627	31655	30172	57578	60543	34835
Gm30078	5	1	0	6	6	3
Gm38752	1	0	0	0	0	0
Mm2pr	6	4	4	8	8	1
Gm42788	0	0	0	0	0	0
Gm8615	5	12	7	6	6	8
Uspl1	2210	2207	1857	3087	1596	1265
n-TNgtt14	0	3	0	0	1	0
2310047D07Rik	42	62	40	86	36	59
Gm24105	31	9	28	59	48	45
Alox5ap	24241	14762	22863	45179	54336	28179
Gm35620	0	0	0	0	0	0
Gm35704	0	0	0	0	0	0
Gm38753	0	0	0	0	0	0
BC028471	1	0	0	0	0	1
Medag	0	0	2	1	2	1
Tex26	1	1	0	0	0	0
4933425D22Rik	0	0	0	0	0	0
Wdr95	193	284	236	46	123	27
Gm15997	0	0	0	0	0	0
Gm54316	0	0	0	0	0	0
Gm35763	0	0	0	0	0	0
Hsph1	7344	6309	5046	7827	3222	3273
Gm20005	9	2	1	19	5	7
B3glct	1055	745	845	1480	805	593
Gm36141	0	0	0	0	0	0
Gm38587	0	0	0	0	0	1
Gm21221	0	0	0	0	0	0
Gm36187	0	0	0	0	0	0
4930500F04Rik	0	0	1	0	0	0
Gm36241	0	0	0	0	0	0
Gm38754	0	0	0	0	0	0
Rxfp2	1	0	0	0	0	0
Gm38755	0	0	0	0	0	0
Gm52797	0	0	0	0	0	0
Fry	1467	928	1259	822	467	732
Gm36299	3	6	2	3	3	0
Gm57745	0	0	0	0	0	0
Gm5	0	0	0	0	0	0
Zar1l	0	0	0	0	0	0
Brca2	1330	793	1051	1348	603	762
Gm25284	0	0	0	0	0	0
Gm42529	4	7	3	4	0	0
N4bp2l1	1526	986	1179	1299	1363	903
N4bp2l2	4506	2877	3024	4969	3630	2818
Gm40353	3	4	1	4	3	6
Pds5b	3813	2649	2895	4223	1650	2106
Gm36447	6	7	3	12	3	13
Kl	0	0	0	0	0	0
Stard13	5	8	1	2	0	2
Gm52834	0	0	0	0	0	0
5430435K18Rik	1	0	0	0	0	0
1700028E10Rik	20	18	23	18	36	14
Gm3704	12	27	10	22	34	4
Vmn2r18	1	0	4	6	4	0
Rfc3	2506	1530	1659	4199	4150	2800
Gm24242	0	0	0	0	0	0
LOC100862115	0	0	0	0	0	0
LOC102634529	0	0	0	0	0	0
LOC108168681	0	0	0	0	0	0
LOC100862192	0	0	0	0	0	0
LOC105247292	0	0	0	0	0	0
LOC100862202	0	0	0	0	0	0
LOC100862180	0	0	0	0	0	0
LOC100862245	0	0	0	0	0	0
LOC105247293	0	0	0	0	0	0
LOC100503733	0	0	0	0	0	0
LOC665290	0	0	0	0	0	0
LOC624931	0	0	0	0	0	0
LOC665755	0	0	0	0	0	0
LOC100861655	0	0	0	0	0	0
LOC108168683	0	0	0	0	0	0
LOC100041712	0	0	0	0	0	0
LOC108168684	0	0	0	0	0	0
Gm16367	0	0	0	0	0	0
LOC620551	0	0	0	0	0	0
LOC101055951	0	0	0	0	0	0
LOC100041806	0	0	0	0	0	0
LOC108168685	0	0	0	0	0	0
LOC100039010	0	0	0	0	0	0
LOC100038995	0	0	0	0	0	0
LOC620639	0	0	0	0	0	0
LOC545763	0	0	0	0	0	0
Gm8579	0	0	0	0	0	0
Gm20559	876	755	714	632	635	697
Samd9l	6743	3558	4827	5998	2765	3950
Hepacam2	77	64	73	3	14	2
Vps50	1818	1304	1393	2000	958	787
Gm52885	0	0	1	0	0	1
Gm53306	0	0	1	0	0	0
Calcr	0	0	0	0	0	0
Mir653	0	0	0	0	0	0
Mir489	0	0	0	0	0	0
Gm33576	0	0	0	0	0	0
Tfpi2	9	11	8	56	20	13
Gngt1	4	2	2	0	0	0
Gng11	326	230	196	204	211	114
4930528H21Rik	0	0	0	0	0	0
Bet1	2872	1601	1878	2961	3010	1974
Gm33788	0	0	0	0	0	0
Gm46948	0	0	1	0	0	0
Gm53308	0	0	0	0	0	0
Gm53307	0	0	0	0	1	0
Col1a2	63	107	67	30	9	9
Gm33959	0	0	0	0	0	0
Casd1	2252	1666	1736	2324	1278	1178
Gm38761	0	0	0	0	0	0
Sgce	74	96	54	27	22	14
Peg10	41	28	19	4	2	4
Gm51408	0	0	0	0	0	0
Gm20714	0	0	0	0	0	0
Gmfg-ps	103	109	88	162	350	139
Ppp1r9a	279	210	317	91	13	46
Gm52886	0	0	0	0	0	0
Gm46949	1	0	0	0	0	1
Pon1	1	0	0	0	0	0
Pon3	1009	753	852	782	527	384
Pon2	6653	4365	5027	6674	7090	4345
Gm38762	6	5	2	0	3	1
Asb4	10	7	12	1	0	1
Pdk4	1	2	3	0	1	0
Gm34470	0	0	0	0	0	0
Gm46983	0	0	0	0	0	0
Dync1i1	2	0	0	0	0	0
Gm34527	0	0	0	0	0	0
1700019G24Rik	0	0	0	0	0	0
Slc25a13	1379	977	1043	2114	953	770
Gm20619	0	1	2	0	0	0
Gm34749	0	0	0	0	0	0
Gm52888	0	0	1	0	0	0
Sem1	8652	7480	7781	11044	16485	9559
Gm52889	50	40	63	51	21	46
Gm20618	0	0	0	0	0	0
Gm53309	0	0	0	0	0	0
Gm52890	0	0	0	0	0	0
Gm34871	0	0	0	0	0	0
Dlx6os1	0	0	0	0	0	0
Dlx6	0	0	0	0	0	0
Dlx6os2	0	0	0	0	0	0
Dlx5	0	0	0	0	0	0
Gm22155	0	0	0	0	0	0
Sdhaf3	338	239	261	395	395	181
Gm19272	0	0	0	0	0	0
Tac1	0	0	0	0	0	0
Gm35051	0	0	0	0	0	0
Asns	4029	2354	2731	8885	5343	3409
1700012J15Rik	0	0	0	0	0	0
Gm35194	0	0	0	0	0	0
C1galt1	2098	800	1413	2011	583	916
Gm35246	3	0	3	0	0	1
Gm35446	0	0	0	0	0	0
Col28a1	2	1	5	9	2	2
Gm35384	0	0	0	0	0	0
Mios	1693	1309	1229	2303	998	913
Rpa3	3900	1960	2203	4606	7284	3566
Umad1	1639	964	1161	1867	1204	1029
Gm46952	0	0	0	0	1	0
Gm26075	0	0	0	0	0	0
A430035B10Rik	51	60	54	42	33	19
Glcci1	1296	1466	1262	988	795	756
Gm35621	0	0	1	0	0	0
Ica1	520	438	460	905	593	563
Gm53310	1	0	0	0	0	0
Gm53311	4	2	2	1	1	1
Gm38765	0	0	0	0	0	0
Gm35674	0	0	0	0	0	0
Nxph1	1	0	0	0	0	0
n-TVcac5	0	0	0	0	0	0
Gm26058	0	0	0	0	0	0
AA545190	0	0	0	0	0	0
Ndufa4	12529	9322	9860	15107	22772	10263
Phf14	3442	3493	2672	4215	3657	2164
Gm6578	5	0	0	6	2	3
Gm35961	0	0	0	0	0	0
Thsd7a	0	0	0	0	0	1
Gm38583	0	0	0	0	0	0
Tmem106b	2663	2019	2369	2210	1182	961
Gm24985	0	0	0	0	0	0
Vwde	0	0	0	0	1	0
Gm725	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0
Gm25737	0	0	0	0	0	0
Tmem168	2982	2158	2737	2656	1578	1378
Bmt2	1834	1102	1365	1149	678	576
Gm53312	0	0	1	0	0	0
Gpr85	15	16	12	16	14	18
Smim30	2529	1867	1990	2730	3191	1669
1110019D14Rik	142	100	82	161	151	89
Gm38767	1	0	0	5	1	0
Gm23013	0	0	0	0	0	0
Gm38768	0	0	0	0	0	0
Ppp1r3a	0	0	0	0	0	0
Gm36300	0	0	0	0	0	0
Foxp2	5	2	0	2	0	0
Gm36352	0	0	0	0	0	0
Mdfic	2213	1778	1928	1357	924	759
Gm36406	0	0	0	0	0	0
Gm36503	0	0	0	0	0	0
Gm36669	0	0	0	0	0	0
Tfec	2088	1188	1531	4129	1693	2176
Gm15473	11	24	7	8	11	6
Tes	4764	3600	3492	5144	5905	3432
Gm4876	0	0	0	0	0	0
Gm53251	4	1	1	5	7	1
D830026I12Rik	0	0	0	0	0	0
Gm52892	0	0	0	0	0	0
Cav2	583	212	472	426	254	207
Cav1	5	17	30	2	4	1
Gm46953	0	0	0	0	0	0
Gm25021	0	0	0	0	0	0
Met	1369	1081	1153	1185	349	623
Gm52893	0	0	0	0	0	0
Gm53318	1	0	0	0	0	0
Capza2	32963	16992	25784	29096	23339	17687
St7	938	678	768	2061	912	700
Gm52895	1	0	0	0	0	0
Wnt2	9	2	3	0	0	1
Asz1	0	0	0	0	0	0
Cftr	6	0	3	32	2	11
Cttnbp2	1	1	2	1	1	0
Gm40356	3	1	2	5	4	1
Gm23648	0	0	0	0	0	0
Lsm8	2644	2238	2010	3580	3877	2150
Ankrd7	27	11	27	23	10	7
4930524B17Rik	0	0	0	0	0	0
Mir6370	0	0	0	0	0	0
Gm22828	0	0	0	0	0	0
Gm38772	0	0	0	0	0	0
Gm23960	0	0	0	0	0	0
Gm26373	0	0	0	0	0	0
Kcnd2	2	0	0	0	0	0
Tspan12	5	7	5	1	0	0
Gm30270	0	0	0	0	0	0
Ing3	2389	1755	1807	2415	1762	1239
Cped1	83	43	61	157	22	47
Wnt16	0	0	0	0	0	0
Fam3c	1583	1897	1627	2111	1504	990
Gm38773	7	10	4	1	8	3
Gm38774	0	0	0	0	0	0
Ptprz1	0	1	3	0	0	0
Aass	0	0	0	0	0	0
4930554P06Rik	0	0	0	0	0	0
Fezf1	0	0	0	0	0	0
C130093G08Rik	0	0	0	0	0	0
Cadps2	27	18	15	21	7	4
Gm38775	0	0	0	0	0	0
Rnf133	0	0	0	1	0	0
Rnf148	0	0	0	1	0	0
Tas2r118	0	0	0	0	0	0
Slc13a1	0	0	0	0	0	0
Iqub	0	0	0	1	1	0
Ndufa5	1801	1890	1500	2439	4209	1570
Asb15	0	1	0	0	0	0
Lmod2	0	0	0	0	0	0
Wasl	555	634	610	478	279	353
Hyal6	0	0	0	0	0	0
Hyal4	0	0	2	0	0	0
Gm38776	1	1	1	0	0	1
Spam1	0	0	0	0	0	0
Hyal5	0	0	0	0	0	0
Gm22267	0	0	0	0	0	0
Tmem229a	37	30	57	4	4	2
Gm38777	4	0	3	0	0	0
Gm24443	0	0	0	0	0	0
Gm30658	0	0	0	0	0	0
Gpr37	0	0	0	0	0	0
Pot1a	1764	1240	1178	2004	1251	945
Gm20756	2	1	5	4	0	2
Gm30779	7	17	7	1	1	0
Gm38778	0	0	0	0	0	0
Grm8	7	4	4	1	0	0
Mir592	0	0	0	0	0	0
Gm52896	0	0	0	0	0	0
Zfp800	2568	1835	2056	3011	1177	1335
6530409C15Rik	8	6	8	25	16	15
Gcc1	1382	1346	1291	1262	854	785
Arf5	7959	7080	6677	10432	16703	6285
Fscn3	2	0	0	1	1	1
Pax4	0	0	0	0	0	0
Snd1	8042	9762	8522	11235	6239	5328
Lrrc4	0	0	0	0	0	0
Gm53277	0	0	0	0	0	0
Gm38779	0	0	0	0	0	0
Gm40357	0	0	0	0	0	0
LOC118567373	0	0	0	0	0	0
Mir129-1	0	0	0	0	0	0
Lnclep	0	0	0	0	0	0
Lep	0	0	0	0	0	0
Gm25589	0	0	0	0	0	0
Rbm28	2164	2314	2007	2893	1662	1376
Prrt4	0	0	0	2	2	0
Impdh1	1712	2413	1942	3294	2259	1372
Gm26021	0	0	0	0	0	0
Gm40358	0	0	0	0	0	0
Hilpda	426	409	383	505	569	233
Garin1a	8	10	7	6	6	7
Garin1b	0	0	0	0	0	0
Calu	6887	5501	5691	7932	4381	3973
Opn1sw	0	1	0	0	0	1
n-TPagg6	0	0	0	0	0	0
Ccdc136	18	39	34	27	16	15
Flnc	0	1	2	2	0	0
Atp6v1f	7225	6048	5710	7554	13190	5204
Spmip1	1	0	0	0	2	0
Kcp	0	6	7	9	13	4
Gm26627	0	0	0	0	0	0
Irf5	6315	6097	6819	4185	2830	2552
Tnpo3	5506	5412	4566	7454	3413	2899
Gm30896	0	0	0	0	0	0
Gm38780	1	0	0	2	0	0
Tspan33	2953	1572	2198	4756	3019	2139
Smo	1071	1177	805	956	430	274
Ahcyl2	2982	2670	2947	1950	816	1012
Strip2	136	106	168	124	38	45
Gm52897	0	0	1	1	0	0
Gm24536	0	0	0	0	0	0
Gm31103	0	0	0	0	0	0
Smkr-ps	28	14	31	33	29	17
Nrf1	3063	2594	2394	3810	2350	2069
Mirc35hg	0	2	0	1	0	0
Mir182	0	0	0	0	0	0
Mir96	0	0	0	0	0	0
Mir183	0	0	0	0	0	0
BB283400	0	0	0	0	0	0
Gm31221	0	0	0	0	0	0
Ube2h	3310	3924	3855	4134	2729	1979
1700095J07Rik	0	0	0	0	0	0
Zc3hc1	1511	1442	1174	2177	1782	843
Klhdc10	2258	1845	1977	3143	1416	1320
1700012C14Rik	0	0	1	0	4	0
Tmem209	1654	1599	1485	2174	1288	1049
Ssmem1	2	0	3	4	0	1
Cpa2	4	25	4	13	7	4
Gm53278	0	0	0	0	0	0
Cpa4	0	0	0	0	0	0
Gm31453	0	0	0	0	0	0
Cpa5	0	0	0	0	0	0
Cpa1	0	87	5	0	0	0
Cep41	486	399	428	528	344	255
Gm13782	5	2	4	9	9	8
Mest	16	3	9	6	13	4
Mir335	0	0	0	0	0	0
Copg2	4015	3172	3598	5431	2925	2444
Copg2os2	0	0	0	0	0	0
Gm38781	1	0	0	0	0	0
Tsga13	1	0	0	0	0	0
4930412F09Rik	0	0	0	0	0	0
Klf14	0	0	0	0	0	0
Gm40359	0	0	0	0	0	0
Mir29a	0	0	2	0	0	0
Mir29b-1	0	0	0	0	0	0
Lncpint	4	11	11	6	5	0
2210408F21Rik	43	29	61	18	11	14
Gm38782	0	0	0	0	0	0
Mkln1	4270	3032	3340	4806	3446	2481
Mkln1os	59	32	40	58	141	34
Podxl	139	119	67	80	40	23
Gm6117	0	0	0	0	0	0
Gm31486	3	2	1	7	4	1
Gm13846	20	0	5	14	24	13
Gm13848	0	0	1	0	0	0
Gm13847	0	0	0	0	3	0
Gm53248	2	0	0	0	1	0
Gm31894	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0
Gm13850	0	0	0	0	0	0
Plxna4	21	12	21	0	0	1
Plxna4os1	223	107	147	24	75	15
Gm46956	0	0	0	0	0	0
Gm32007	0	0	0	0	0	0
Chchd3	6033	4702	4220	6810	5247	3626
Gm53279	23	19	18	7	12	3
Gm22321	0	0	0	0	0	0
Exoc4	2696	2406	2272	2185	1125	1093
Gm38785	12	32	25	2	12	6
Gm13853	0	0	1	0	0	0
Gm38786	0	0	0	0	0	0
Lrguk	11	0	4	5	0	0
Slc35b4	1867	2101	1840	2048	996	974
Gm13855	1	0	0	0	0	0
Gm32533	0	0	0	0	0	0
Akr1b1	6455	5745	5190	7292	7205	3850
Akr1b8	5	15	8	6	1	1
Akr1b10	893	882	868	711	446	356
Akr1b7	300	192	331	18	27	10
Bpgm	1927	1228	2422	1493	1631	881
Gm52898	0	0	0	0	0	0
Gm32942	0	0	0	0	0	0
Cald1	43	32	21	12	3	5
Gm13861	0	0	0	0	0	0
Gm38787	0	0	0	0	0	0
Agbl3	99	98	69	124	97	71
Gm46957	4	2	11	7	5	5
Tmem140	860	821	999	693	342	396
Cyren	598	537	400	677	646	430
Wdr91	1150	1133	1098	1076	600	616
Stra8	3	0	7	1	5	0
Slc23a4	31	62	26	10	6	7
Cnot4	1260	1318	1189	1252	636	730
Gm33046	31	29	27	30	13	11
Nup205	5330	4276	4467	6764	2234	2963
Stmp1	1945	2302	1896	2689	3710	1462
Slc13a4	3	6	1	0	0	0
Fam180a	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0
Gm38789	0	0	0	0	1	0
Mtpn	27346	14355	20528	24621	11932	11630
Gm38790	0	0	0	0	0	0
Gm23273	0	0	0	0	0	0
Gm57759	0	0	0	0	0	0
9330158H04Rik	0	0	1	0	0	0
Chrm2	0	0	0	0	0	0
Mir490	0	0	0	0	0	0
Gm53280	0	0	0	0	0	0
Gm53281	0	0	0	0	0	0
Ptn	3	3	3	1	4	0
Gm53282	0	0	0	0	0	0
Dgki	382	269	570	17	13	13
Gm52857	0	0	0	0	0	0
Creb3l2	578	343	546	359	56	171
Gm33275	0	0	0	0	0	0
Gm33318	39	32	27	48	28	27
Gm33429	0	0	0	0	0	0
Akr1d1	0	0	0	0	0	0
Gm38791	0	0	0	0	0	0
Atp6v0c-ps2	125	109	193	183	131	76
Trim24	1131	1167	1055	1318	808	702
Svopl	0	0	2	0	0	0
