Condition	KO	KO	KO	WT	WT	WT
n-TNgtt4	0	0	0	0	0	0
Gm24830	0	0	0	0	0	0
n-TVcac10	0	0	0	0	0	0
n-TNgtt5	0	0	0	0	0	0
n-TNgtt1	0	0	0	0	0	0
n-TQctg5	0	0	0	0	0	0
Platr30	0	0	0	0	0	0
n-TEttc3	0	0	0	0	0	0
Gm26553	0	0	0	0	0	0
n-TGccc5	0	0	0	0	0	0
Rnu1b1	0	0	0	0	0	0
Rnu1b2	0	0	0	0	0	0
Gm26689	0	0	0	0	0	0
n-TGccc1	0	0	0	0	0	0
n-TEttc2	0	0	0	0	0	0
n-TQctg4	0	0	0	0	0	0
Gm26654	0	0	0	1	0	0
n-TNgtt10	0	0	0	0	0	0
n-THgtg6	0	0	0	0	0	0
Terc	10	3	0	9	6	5
Gm24136	0	0	0	0	0	0
n-TGccc6	0	0	0	0	0	0
n-TKctt15	0	0	0	0	1	0
BC107364	0	0	0	0	0	0
n-THgtg2	0	0	0	0	0	0
Gm26232	0	1	0	1	0	1
Gm57479	1	0	0	0	0	0
n-TNgtt11	0	0	0	0	0	0
n-THgtg7	0	0	0	0	1	1
Gm10685	0	0	0	1	0	0
n-THgtg9	0	0	0	0	0	0
Gm40099	0	0	0	0	0	0
n-TNgtt13	0	0	0	0	0	0
Rnu1b6	0	0	0	0	0	0
n-THgtg1	0	0	0	0	0	0
n-TQctg3	0	0	0	0	0	0
Gm25890	0	0	0	0	0	0
Gm22614	0	0	0	0	0	0
n-TNgtt12	0	0	0	0	0	0
n-TKctt16	0	0	0	0	0	0
n-THgtg8	0	0	1	0	0	0
n-TGtcc7	0	0	0	0	0	0
n-TEctc13	0	0	0	0	0	0
Gm40100	1	2	4	4	2	1
Hjv	0	0	0	0	0	0
Gm15441	38	24	43	25	45	26
Txnip	19096	15508	18375	11901	10553	7711
Polr3gl	943	855	882	1009	1309	766
Ankrd34a	0	0	1	0	0	0
Gm52628	0	0	0	0	0	0
Lix1l	106	79	80	63	56	43
6330549D23Rik	63	41	60	73	52	43
Rbm8a	3892	3507	3297	5634	5629	3987
Pex11b	1190	929	968	1533	1003	628
Itga10	48	31	42	34	15	28
Ankrd35	16	20	19	23	10	15
Pias3	624	701	697	645	436	444
Nudt17	35	24	39	20	27	16
Polr3c	2363	1922	2051	3175	1972	1820
Gm22581	21	20	18	21	23	20
Rnf115	3600	2468	3211	4705	2190	2676
Cd160	1341	1415	1052	477	385	331
Pdzk1	7	32	13	15	5	7
4930442L01Rik	0	0	0	0	0	0
Gpr89	1093	804	814	1518	759	652
Gja8	0	0	0	0	0	0
Gja5	46	12	39	94	6	59
4930573H18Rik	0	0	0	0	0	0
Gm31120	0	0	0	0	0	0
Gm31183	0	0	0	0	0	0
Gm24435	0	0	0	0	0	0
n-TEctc12	4	1	2	0	4	1
Acp6	800	781	727	1118	586	435
Bcl9	397	389	496	193	115	154
Gm40101	0	0	0	0	0	0
Or13l2	0	0	0	0	0	0
Gm40102	1	3	0	1	2	1
Chd1l	1908	1273	1445	3196	1713	1552
Fmo5	1210	582	946	1669	1438	1215
Prkab2	502	260	470	189	94	162
Gm31242	8	8	6	5	8	6
n-TQctg2	0	1	0	0	0	0
Pde4dip	1146	896	1446	525	221	298
Mir7225	0	0	0	0	0	0
Gm31305	2	7	8	2	0	1
Gm46816	3	0	0	1	0	0
Sec22b	3204	1879	2381	4250	3870	2548
Gm5544	43	17	11	15	23	12
Notch2	7672	5306	8570	3337	1289	2489
Gm40103	6	0	9	0	3	2
Adam30	1	2	0	2	1	4
Gm40104	0	1	1	1	0	0
Reg4	0	0	0	1	2	2
Hmgcs2	23	38	35	47	14	7
Phgdh	5430	4429	3858	11631	7505	5050
Gm31420	1	0	0	1	0	1
Zfp697	9	6	11	9	9	5
Hsd3b9	0	0	0	0	0	0
Hsd3b4	0	0	0	0	0	0
Hsd3b8	0	0	0	0	0	0
Hsd3b5	0	0	0	0	0	0
Hsd3b2	0	0	0	0	0	0
Hsd3b3	0	0	0	0	0	0
Hsd3b6	0	0	0	0	0	0
Hsd3b1	0	0	0	0	0	0
Hao2	0	0	0	0	0	0
Gm31880	0	0	0	0	0	0
Gm12440	0	0	0	0	0	0
Gm40105	0	0	0	0	0	0
Gm22341	0	0	0	0	0	0
Wars2	422	315	372	420	214	185
Mir6481	0	0	0	0	0	0
Gm38468	1	0	0	0	0	0
Tbx15	1	0	2	0	1	0
Gm46817	0	0	0	0	0	0
Gm52611	0	0	0	0	0	0
Gm54211	0	0	0	0	0	0
Gm22505	0	0	0	0	0	0
Spag17	2	0	4	1	1	3
Wdr3	4114	2645	3189	5136	2113	2216
Gdap2	1265	797	1088	1714	667	717
Gm25802	0	0	0	0	0	0
Gm32471	0	0	0	0	0	0
4930406D18Rik	0	0	0	0	0	0
Gm38530	2	1	0	2	1	1
Tent5c	940	593	1128	1445	1152	841
Gm40106	2	1	0	0	1	1
Gm12474	12	3	4	12	10	11
Gm54212	2	3	2	1	4	1
Man1a2	2267	1569	1923	2166	682	1112
Gm43464	9	9	13	15	2	4
Gm40107	0	0	0	0	0	0
Gm32720	0	0	0	0	0	0
Vtcn1	0	0	0	0	0	0
Gm40108	0	0	0	0	1	0
Trim45	206	172	173	470	349	231
Ttf2	1466	992	1285	2261	648	1032
Cd101	586	838	1141	708	418	435
Ptgfrn	144	73	203	114	47	52
Cd2	2284	2461	1909	2419	4060	1842
Gm32803	40	64	41	15	21	11
Gm32900	134	39	79	165	167	117
Igsf3	381	255	309	422	177	242
Gm40109	0	0	0	0	0	0
Gm33162	0	0	0	0	0	0
Atp1a1	16303	14990	18482	14072	5856	6723
Gm33215	0	0	0	0	0	0
Gm33265	0	0	0	0	0	0
Gm33309	0	0	0	0	0	0
Mab21l3	32	29	55	6	6	7
Gm33381	0	0	0	0	0	0
Slc22a15	580	320	523	889	424	572
Nhlh2	0	0	0	0	0	0
Casq2	0	0	0	1	0	0
Vangl1	124	45	96	171	110	95
Gm16160	0	0	0	0	0	0
A230001M10Rik	0	0	0	0	0	0
Gm40110	0	0	0	0	0	0
Gm33679	0	0	0	0	0	0
Ngf	0	0	0	0	0	0
Gm46818	0	0	0	0	0	0
Gm40112	0	0	0	0	0	0
Tspan2os	0	3	3	2	1	2
Tspan2	783	521	699	1101	589	605
Tshb	0	0	0	0	0	0
Sycp1	0	0	0	0	0	0
Nr1h5	0	0	0	0	0	0
Gm22826	0	0	0	0	0	0
Sike1	1770	1159	1328	1673	1705	1193
Csde1	16594	10258	12810	18508	11448	10169
Nras	4769	3494	4185	6386	4344	3150
Ampd1	1	0	0	5	2	2
Dennd2c	238	107	204	248	132	119
Bcas2	4721	2830	3281	5602	6392	4285
Gm40113	0	0	0	0	0	0
Trim33	2285	1619	1919	2366	730	1196
Gm25869	0	0	0	0	0	0
Gm25199	0	0	0	0	0	0
Gm34049	0	0	0	0	0	0
Syt6	1	22	15	2	0	1
Gm57719	0	0	0	0	0	0
LOC108168889	0	0	0	1	0	0
Olfml3	13	18	11	7	5	7
Hipk1	7416	4874	7146	6433	2371	4220
Gm15886	1	0	0	0	1	0
Dclre1b	1625	937	1270	2220	799	1028
Gm15471	6	3	4	18	11	10
Ap4b1	1196	685	952	1708	941	831
Bcl2l15	60	24	39	80	121	83
Ptpn22	3024	2481	3060	2938	1827	1753
Rsbn1	1762	1458	1645	2298	1117	1071
Phtf1os	17	12	9	20	14	12
Phtf1	997	914	867	1346	522	644
Magi3	288	174	301	371	94	194
Gm5546	0	0	0	0	0	0
Gm38412	0	0	0	0	0	0
Lrig2	748	559	668	602	378	352
Gm34490	0	0	0	0	0	0
Gm54213	0	1	1	2	3	1
Gm26091	0	0	0	0	0	0
Slc16a1	4688	2869	3436	6877	3504	3206
Gm34548	0	0	0	1	1	1
Gm6485	89	65	78	103	141	72
Tafa3	32	92	71	13	13	8
Ppm1j	311	499	354	110	100	79
Rhoc	401	424	433	215	258	125
Mov10	742	970	1047	1483	399	690
Capza1	16689	7216	11970	18695	8547	10958
St7l	921	531	728	933	541	580
Wnt2b	0	0	0	0	0	0
Gm46819	0	0	0	0	0	0
LOC118568635	0	0	0	0	0	0
Cttnbp2nl	323	166	436	131	31	52
Gm40116	0	0	0	0	0	0
4930564D02Rik	0	0	0	0	0	0
Gm40118	4	1	4	8	8	1
Gm34837	0	0	0	0	0	0
Kcnd3os	0	0	0	0	0	0
Kcnd3	3	0	1	0	0	0
Ddx20	1516	955	1123	2405	1049	1145
Inka2	46	43	45	55	23	20
Rap1a	12473	6093	9497	10826	9843	7472
Gm5547	218	184	177	143	253	112
Tmigd3	22	10	17	51	344	73
Adora3	104	57	106	291	373	185
I830077J02Rik	3173	1412	2646	2129	1625	1722
Atp5pb	14549	9148	11684	18866	19687	13008
Wdr77	2997	2549	2359	3919	2058	1742
Ovgp1	46	39	53	103	26	74
Cimap3	2	1	1	2	4	0
Chil5	200	107	123	225	235	157
Gm42722	7	5	6	0	4	1
Chia1	0	1	0	7	1	0
Chil3	59054	23125	39765	74836	58833	60375
Chil4	9	3	8	10	13	15
Chil6	1	0	0	0	1	0
2010016I18Rik	26	23	35	53	34	81
Dennd2d	918	752	859	1793	1326	1197
Cept1	3715	2098	3076	3598	2025	2096
Dram2	3024	1257	2672	2190	1574	1515
Lrif1	853	640	731	955	968	609
Cd53	14005	9626	13168	15083	11955	10013
Or11i1	0	0	0	0	0	0
Gm35507	1	1	0	2	1	0
Gm27008	1	1	2	0	1	2
Kcna3	438	297	298	165	90	90
AI504432	796	861	700	527	313	377
Gm38712	13	4	12	7	4	3
Kcna2	554	454	917	44	50	33
Kcna10	0	0	0	0	0	0
Cym	65	97	69	3	4	0
A630076J17Rik	0	0	0	0	0	0
Prok1	0	1	2	0	1	0
Lamtor5	3437	1916	2534	3783	3722	2672
Slc16a4	0	1	0	2	1	0
Rbm15	879	869	790	1056	672	675
Gm35700	0	0	0	0	0	0
Gm40120	0	0	0	0	0	1
Kcnc4	0	0	0	0	0	0
Slc6a17	1	0	0	0	0	0
Gm36097	0	0	0	0	0	0
Ubl4b	0	0	0	0	0	0
Alx3	0	1	0	0	0	0
Strip1	1320	1386	1361	1618	947	875
Gm10961	0	0	1	0	0	1
Ahcyl1	3742	2692	3242	5225	2013	2385
Gm52629	14	29	26	5	3	9
Gm40121	0	0	0	0	0	1
Csf1	568	827	744	686	288	452
LOC118568636	0	0	0	0	0	0
LOC118568637	10	8	11	10	12	8
Eps8l3	15	46	23	7	4	6
4933431E20Rik	754	580	426	637	248	246
Gstm5	1769	1360	1142	2382	1903	1204
Gstm7	42	44	41	16	13	10
Gstm6	1	2	0	1	0	0
Gstm3	0	0	0	0	0	0
Gstm2	9	12	11	20	9	12
Gstm1	1727	2129	1851	4657	1763	1827
Gm12502	0	6	6	4	5	2
Gstm4	353	332	392	719	438	313
Gm36498	0	0	0	0	0	0
Gm25592	0	0	0	0	0	0
Ampd2	1840	1843	1803	2442	1012	1425
Gm12500	1	1	3	4	2	3
Gnat2	33	21	17	30	17	17
Gnai3	10287	5890	8173	12515	7585	7093
Gpr61	1	0	1	0	0	1
Gm40122	0	1	0	0	0	0
Amigo1	219	328	231	117	56	61
Cyb561d1	1019	883	959	1047	607	618
Atxn7l2	160	185	194	224	138	121
Sypl2	0	0	0	0	0	0
Psma5	9233	5282	7033	13051	10301	8080
Sort1	5583	3423	6054	5648	1906	3104
Gm19343	12	16	21	8	17	6
Mybphl	3	2	4	0	1	1
Gm12522	7	5	5	5	8	2
Psrc1	350	298	307	641	373	347
Celsr2	38	36	35	14	9	9
Gm52630	0	0	0	0	0	0
Sars1	6821	4889	5372	8792	7613	5222
Gm22942	0	0	0	0	0	0
Elapor1	4	14	15	12	18	13
Gm23336	0	0	0	0	0	0
Cfap276	0	0	0	0	0	0
Scarna2	2	1	8	1	5	3
Tmem167b	1975	1529	1846	1928	1226	1008
Taf13	1374	793	962	1335	1436	899
Wdr47	356	226	290	312	116	169
Clcc1	2141	1321	1740	2337	1403	1369
Gpsm2	1739	806	1202	3202	1420	1589
Aknad1	37	4	24	51	21	37
Stxbp3	2038	1136	1619	2141	1150	1290
Fndc7	68	63	93	3	2	4
Prpf38b	5413	4543	4562	6002	3485	4570
Henmt1	25	7	22	17	38	10
Eeig2	3030	1255	2396	967	538	603
Gm43221	0	0	0	0	0	0
Gm36778	0	0	0	0	0	1
Slc25a54	0	0	0	0	0	0
Gm19391	47	27	20	44	70	37
Slc25a24	2780	1928	2318	3097	1925	2153
Vav3	1868	1008	1573	1592	594	848
Ntng1	0	0	1	0	0	0
Gm25681	0	0	0	0	0	0
Gm54214	0	0	0	0	0	0
Prmt6	642	593	573	885	496	390
Gm43405	0	0	0	0	0	0
Gm26076	0	0	0	0	0	0
Gm6602	0	0	0	0	0	0
Gm25519	0	0	0	0	0	0
Amy2b	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0
Amy2a1	0	104	2	0	2	0
Amy1	2	4	4	8	5	1
Rnpc3	635	410	469	742	440	428
Col11a1	0	0	0	0	0	0
Gm23750	0	0	0	0	0	0
Olfm3	1	0	0	0	0	0
Gm54178	0	0	0	0	0	0
Gm54179	0	0	0	0	0	0
Gm22337	0	0	0	0	0	0
Gm40124	4	3	2	3	2	1
S1pr1	600	961	501	927	728	496
Gm9889	4	3	3	3	4	1
A930005H10Rik	142	159	130	188	216	104
Dph5	891	708	666	1266	787	596
Gm54180	0	0	0	0	0	0
Slc30a7	1372	973	1283	1633	722	1015
Mir669n	0	0	0	0	0	0
Extl2	445	287	388	621	312	314
Gm26344	0	0	0	0	0	0
Gm31384	0	0	0	0	0	0
Vcam1	20344	11778	27656	2939	3699	2748
5330425B07Rik	11	3	8	8	29	7
Gm26544	1	0	1	0	0	1
Gm31651	0	0	0	0	0	0
Gpr88	1	3	3	0	1	0
Gm46839	0	0	0	0	0	0
Cdc14a	1001	786	940	1309	726	735
Gm40125	0	0	2	0	0	0
Rtca	1457	1185	1270	2396	1525	1367
Dbt	836	540	682	1102	964	617
Lrrc39	33	6	30	31	24	17
Trmt13	438	303	348	458	344	288
Sass6	1065	517	806	1641	644	849
Mfsd14a	4098	2188	3304	4946	2733	2763
Mir3473h	0	0	0	0	0	0
Slc35a3	3792	1653	2601	4670	2468	2505
Gm40126	2	5	4	2	4	2
Gm54181	16	2	8	4	2	5
Agl	1544	907	1416	2381	1038	1274
Gm40128	0	0	1	2	0	1
Frrs1	2031	2159	1793	2191	1309	1440
Palmd	1	1	0	0	1	0
Gm32148	0	0	0	0	0	0
Gm52613	0	0	0	0	0	0
4930455H04Rik	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	0	0
Gm32216	0	0	0	0	0	0
Gm40130	0	0	0	0	0	0
Plppr4	1	6	2	1	0	0
Plppr5	0	0	0	0	0	0
Snx7	220	161	199	322	167	155
Gm52614	0	0	0	0	0	0
Gm32344	0	0	0	0	0	0
Gm26871	0	0	0	0	0	0
Mir137	0	0	0	0	0	0
Gm9916	0	0	0	0	0	0
Dpyd	0	0	0	0	0	0
Gm32577	0	0	0	0	0	0
Gm32632	0	0	0	0	0	0
Gm40131	0	0	0	0	0	0
Gm23432	0	0	0	0	0	0
Ptbp2	633	378	464	692	519	471
Gm23733	0	0	0	0	0	0
6530403H02Rik	0	0	0	0	0	0
Gm25013	0	0	0	0	0	0
Gm52615	0	0	0	0	0	0
Gm40133	0	0	0	0	0	0
Rwdd3	76	63	85	104	100	37
Gm10652	0	0	0	0	0	0
Tlcd4	963	204	648	1890	582	879
Alg14	315	224	278	408	282	206
Gm33310	12	8	9	7	5	5
Gm33363	85	51	71	64	67	47
Gm40134	0	0	1	0	2	0
Cnn3	759	350	517	1180	696	545
Slc44a3	1	0	1	3	6	2
A530020G20Rik	0	0	0	0	0	0
Gm33547	9	5	8	6	2	4
Gm33485	0	0	0	0	0	1
Gm33708	0	0	0	0	0	0
A730020M07Rik	0	0	0	0	0	1
4930432M17Rik	0	0	0	0	0	0
F3	12	1	9	20	16	12
Abcd3	1766	1101	1417	2145	1000	1048
Gm33924	8	1	3	3	2	2
Gm33987	1	0	0	0	0	0
Gm34050	1	0	0	0	0	0
Gm34119	0	0	0	0	0	0
Gm46821	0	0	0	0	0	0
Arhgap29	119	56	124	32	12	9
Abca4	17	13	21	5	7	5
Gm40138	0	0	0	0	0	0
Gm46822	4	4	6	1	0	1
Gm40137	0	0	0	0	0	0
Gclm	4163	3030	3501	7054	3344	2984
Dnttip2	4081	2321	2654	4834	2609	2657
n-TRtct2	0	0	0	0	0	0
Gm40190	1	3	1	0	0	0
Mir760	0	0	0	0	0	0
Gm4610	0	1	0	2	2	1
Gm57718	0	0	0	0	0	0
Bcar3	61	27	44	116	40	69
Gm34349	0	0	0	0	0	0
Fnbp1l	550	412	417	209	111	115
Mir7657	0	0	0	0	0	0
Gm43568	38	29	17	8	13	10
Gm40140	1	0	0	0	0	0
Pde5a	429	439	415	289	66	107
4930447N08Rik	0	0	0	0	0	0
Gm34577	0	0	0	0	0	0
4933405D12Rik	1	0	0	0	2	0
Fabp2	0	0	0	0	0	0
1810037I17Rik	4143	2152	3016	4932	7479	4882
Usp53	227	109	229	291	107	150
Myoz2	0	0	0	0	0	0
Gm54182	0	0	0	0	0	0
Synpo2	47	62	61	24	8	27
Sec24d	930	858	1051	1701	435	661
Mettl14	1240	1029	949	1501	857	808
Gm22713	0	0	0	0	0	0
Gm40143	0	0	0	0	0	0
Gm35065	1	6	1	0	1	1
Prss12	2	13	4	2	3	3
Snhg8	1165	1072	990	1429	1919	1134
Snora24	0	0	0	0	0	0
Ndst3	7	4	7	11	13	7
Gm24456	0	0	0	0	0	0
Gm40144	0	0	0	0	0	0
Gm9372	0	0	0	0	0	0
Tram1l1	2	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0
Gm22575	0	0	0	0	0	0
Gm22900	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0
Ndst4	0	0	0	0	0	0
Gm35237	0	0	0	0	0	0
Gm35186	0	0	0	0	0	0
Ugt8a	71	11	35	61	41	39
Gm40145	0	0	0	0	0	0
Gm40146	0	0	0	0	0	0
Arsj	0	0	0	0	0	0
Gm35408	0	0	0	0	0	0
Gm46823	0	0	0	0	0	0
Camk2d	1453	963	2031	1571	549	776
Gm15551	1	0	0	0	0	0
Ank2	41	20	70	10	4	3
Gm25501	0	0	0	0	0	0
Gm16958	0	0	0	0	0	0
LOC118568596	1	0	0	0	0	0
Gm52631	0	0	0	0	0	0
Gm35535	8	0	3	3	13	6
Larp7	2887	3253	2495	4158	3715	2336
Gm51018	1	1	2	2	3	2
Mir302b	0	0	0	0	0	0
Mir302c	0	0	0	0	0	0
Mir302a	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0
Mir367	0	0	0	0	0	0
Zgrf1	549	285	427	774	296	439
Gm40147	0	0	0	0	0	0
Neurog2	0	0	0	0	0	0
Alpk1	1033	506	887	690	207	465
Tifa	3314	1406	2303	3006	1632	1677
Ap1ar	2612	1805	1888	3041	1151	1288
Gm43653	2	3	2	1	2	2
Gm35585	0	0	0	0	0	0
Fam241a	1813	974	1211	2805	2162	1634
9830132P13Rik	18	2	17	27	6	5
Gm35667	0	0	0	0	0	0
D030025E07Rik	0	0	0	0	0	0
Gm52639	0	0	0	0	0	0
Gm40148	0	0	0	0	0	0
Gm35726	0	0	0	0	0	0
Gm40149	0	0	0	0	0	0
Pitx2	2	4	2	0	0	0
Enpep	4	3	6	1	1	0
Gm35787	0	0	0	0	0	0
Pou5f1-rs4	0	0	0	0	0	0
Gm35986	4	5	5	10	8	2
Elovl6	744	579	573	789	313	308
Egf	27	23	17	39	21	14
6330410L21Rik	0	0	0	0	0	0
Lrit3	0	0	0	0	0	0
Gm36130	0	0	0	0	0	0
Rrh	0	1	0	2	0	0
Gar1	2032	2118	1605	2748	2399	1555
Cfi	1	0	0	0	0	0
Gm36180	0	1	0	1	1	1
Pla2g12a	1345	931	988	2426	2125	1246
Gm46825	2	0	0	0	1	0
Casp6	1575	860	1267	1704	1363	927
Gm40150	28	21	27	21	4	15
Mcub	1331	638	1126	946	687	635
Gm40151	1	0	0	0	0	0
Sec24b	2069	1838	2132	1763	670	1116
Col25a1	2	1	3	0	1	1
Gm22682	0	0	0	0	0	0
Etnppl	0	0	0	0	0	0
Gm36322	0	0	1	0	0	0
Gm36373	0	1	0	2	1	0
Ostc	5131	3448	4089	7037	6567	4430
Rpl34	12055	9835	10549	12744	15167	10646
Gm43522	0	0	0	0	0	0
Gm36443	0	0	0	0	1	0
Gm36520	0	0	0	0	0	0
Gm43351	0	0	1	0	0	0
Gm36603	0	0	0	1	0	0
Lef1	184	356	190	325	318	175
Hadh	2138	1633	1738	3454	2581	1522
Cyp2u1	8	9	9	16	14	5
4930534D22Rik	0	0	0	0	0	0
Sgms2	1415	845	1434	2370	1065	1541
Gm36753	52	28	45	52	80	74
Gm36863	0	0	0	0	0	0
Papss1	1797	1285	1547	1905	1313	1005
Gm36917	2	0	3	0	1	3
Gm29865	0	0	0	0	0	0
Gm29949	0	0	0	0	0	0
Gm22421	0	0	0	0	0	0
Dkk2	7	3	5	0	1	1
Gm30147	0	0	0	0	0	0
Gimd1	0	0	0	0	0	0
Aimp1	3765	2635	2756	5111	5429	3241
Tbck	716	561	661	590	316	330
Gm30294	0	0	0	0	0	0
Gm29811	0	0	0	1	0	0
Npnt	63	122	72	13	5	2
Gm23196	0	0	0	0	0	0
Gstcd	930	612	761	1603	705	679
Ints12	2303	995	1692	3107	2138	1897
Arhgef38	0	0	0	0	0	0
Gm52616	0	1	0	0	0	0
Ppa2	1468	1125	1096	1916	1966	1176
Tet2	1383	700	1278	743	278	549
Gm23011	0	0	0	0	0	0
Gm54193	2	0	1	1	0	2
Gm40153	0	0	0	0	0	0
Gm6135	0	0	0	0	0	0
Gm30484	0	0	0	0	0	0
Gm26691	0	0	0	0	0	0
Gm54194	0	0	0	0	0	0
Gm30648	6	6	2	6	1	3
Cxxc4	0	0	1	0	0	0
Mir1895	0	0	0	0	0	0
4930539C22Rik	0	0	0	0	0	0
Tacr3	0	0	0	0	0	0
Cenpe	2156	1363	1821	2909	978	1973
Bdh2	8	7	2	0	1	1
Gm46826	0	0	0	0	0	0
Slc9b2	24	21	16	13	14	4
Slc9b1	0	0	4	1	2	1
Cisd2	4907	2452	3733	5601	4430	3594
4930539J05Rik	25	6	13	11	12	11
Ube2d3	21513	12448	16806	24969	17694	15500
Gm30992	5	2	4	3	3	4
Manba	1702	1381	1661	1950	1091	952
Nfkb1	8965	7231	8933	7523	3939	4213
Slc39a8	1256	465	899	1751	971	955
4933401H06Rik	0	0	0	0	0	0
Gm31243	0	0	0	0	0	0
Gm16500	0	0	1	1	0	0
Bank1	983	489	1152	313	809	370
1700030L20Rik	0	0	0	0	0	0
Ppp3ca	5446	5347	5279	6146	6709	4224
1700006H20Rik	0	0	0	0	0	0
Gm26107	0	0	0	0	0	0
Gm567	0	0	0	0	0	0
Emcn	10	9	10	6	3	1
Gm38650	0	0	0	0	0	0
Gm4861	0	0	0	0	0	0
Ddit4l	1	0	3	1	0	0
Gm25080	0	0	0	0	0	0
Mir6380	0	0	0	0	0	0
Gm31678	0	0	0	0	0	0
Gm43403	0	2	1	1	1	0
H2az1	21766	13480	17048	25972	26225	20773
Dnajb14	1585	740	1376	1168	817	757
Gm40155	1	0	0	0	0	2
Lamtor3	3092	1490	2111	3573	2856	2527
Dapp1	3876	3407	3590	3548	2542	1987
Gm19708	9	2	8	10	5	6
Gm5105	0	0	0	0	0	0
1110002E22Rik	0	1	0	0	0	0
Gm52617	0	0	0	0	0	0
Mttp	82	56	56	114	103	75
Trmt10a	535	285	356	610	455	330
4930579F01Rik	0	0	0	0	0	0
Adh7	0	0	0	0	0	0
0610031O16Rik	0	0	0	0	1	0
Gm40156	0	0	0	0	0	0
Adh1	0	4	1	1	3	0
Gm16559	0	0	0	0	0	0
Adh6a	0	1	0	0	0	0
Adh6b	0	0	0	1	0	0
Gm23467	0	0	0	0	0	0
Adh6-ps1	0	0	0	0	0	0
Adh4	0	0	0	0	0	1
Adh5	3911	3246	3173	4645	3854	2473
Metap1	1868	1521	1567	2573	1480	1401
Gm32553	5	1	2	3	1	1
Eif4e	7265	3685	4847	9570	5862	5930
Mir1956	0	1	0	2	1	1
4930425O10Rik	0	0	0	0	0	0
Tspan5	1091	910	921	1521	1054	920
Gm54195	3	6	6	3	2	5
Rap1gds1	3374	3057	3579	3098	1299	1726
Gm4862	0	0	0	0	0	0
Stpg2	0	0	0	0	0	1
Gm24260	0	0	0	0	0	0
Gm32693	0	0	0	0	0	0
Mir7j	0	0	0	0	0	0
Gm32754	0	0	0	0	0	0
Gm32875	0	0	0	0	0	0
4930590L14Rik	0	0	0	0	0	0
Pdha2	0	0	0	0	0	0
Unc5c	5	11	8	7	27	7
Gm15689	0	0	0	0	0	0
Bmpr1b	0	0	1	0	0	0
Pdlim5	2892	1736	2600	2312	1032	1326
Gm33189	0	1	0	0	0	0
Gm54184	1	1	1	1	0	1
Gbp5	1702	915	1594	2272	369	1507
Gbp7	3658	2270	3559	8647	1405	3693
Gbp3	3176	1622	2978	5684	1384	2906
Gm40158	2	0	1	6	0	6
Gbp2b	67	32	74	10	12	51
Gm54185	0	0	1	4	3	1
Gbp2	3866	2035	4688	15604	1432	7726
Mir6381	0	1	1	2	0	1
Kyat3	397	358	307	801	331	318
Gtf2b	2500	1515	1843	3647	2677	2239
Gm24457	0	0	0	0	0	0
Pkn2	3209	1584	2349	3695	1590	1738
9530052C20Rik	30	18	14	20	11	19
Gm33289	0	0	0	0	0	0
4930519L02Rik	201	214	145	223	125	133
A830019L24Rik	0	0	0	0	0	0
Gm40159	0	0	0	0	0	0
Gm33514	0	0	0	0	0	0
Gm52618	0	0	0	0	0	0
Gm33604	0	0	0	0	0	0
Gm33651	0	0	0	0	0	0
Gm33758	0	0	0	1	0	0
Gm33809	0	0	0	0	0	0
Gm6260	0	0	0	0	0	0
Gm24728	0	0	0	0	0	0
Gm33867	0	0	3	0	0	0
Gm33925	0	0	0	0	0	0
Gm40160	0	0	0	0	0	0
Gm42707	0	0	0	0	0	0
Gm33988	0	0	0	0	0	0
Gm40161	0	0	1	0	0	0
Gm34078	0	0	0	0	0	0
Gm34162	0	1	0	0	0	0
Lmo4	3991	3902	3558	5547	6102	3684
Gm46828	54	43	54	125	150	91
Gm34434	12	11	6	5	4	4
Gm54186	0	0	0	0	0	0
Hs2st1	1083	725	867	1238	620	635
Gm43560	22	56	36	1	12	4
Gm46829	4	3	5	1	0	0
Selenof	13751	7085	9630	16612	16298	12243
Sh3glb1	7622	5708	7524	7346	4732	4239
Clca3a1	811	381	505	1664	325	631
Gm34866	2	2	1	1	0	0
Clca3a2	1	0	1	6	0	0
Clca3b	0	0	0	0	0	0
Clca4c-ps	0	0	0	0	0	0
Clca4b	0	0	0	0	0	0
Clca4a	0	0	0	0	1	0
Gm35066	0	0	0	0	0	0
Clca1	0	0	0	0	0	0
Clca2	0	2	1	0	0	0
Gm40163	1	0	0	0	0	0
Odf2l	395	228	259	626	366	372
Col24a1	0	0	0	0	0	0
Gm35133	0	0	0	0	0	0
Znhit6	806	752	634	1010	673	511
Gm40164	0	0	0	0	0	0
Ccn1	1	0	2	1	0	0
Gm17501	0	0	0	0	0	0
Ddah1	0	0	1	1	0	0
Gm35187	0	0	0	0	0	0
Bcl10	3301	1938	2625	3894	3750	2636
2410004B18Rik	772	477	567	1089	962	693
Gm35352	0	0	0	0	0	0
Syde2	198	198	160	141	49	59
Gm40166	0	0	0	0	0	0
Gm35409	0	0	0	0	0	0
Dnai3	0	0	0	0	1	0
